شماره دانشجويي,نام درس,کد درس ,گروه درس ,
195,مباني آناليز عددي,1218133,2,
195,مباني احتمال,1319153,1,
195,مباني منطق و نظريه مجموعه,1218243,2,
195,نرم,1316283,1,
195,نظريه مقدماتي اعداد,1218253,1,
196,برنامه سازي پيشرفته وکارگاه,1316234,1,
196,مباني کارآفريني,1236322,1,
196,مباني آناليز عددي,1218133,1,
196,مباني احتمال,1319153,1,
196,مباني ماتريسها و جبر خطي,1218103,1,
197,مباني کامپيوتر و برنامه,1236313,4,
197,مباني آناليز عددي,1218133,2,
197,مباني ترکيبيات,1218163,1,
197,مباني ماتريسها و جبر خطي,1218103,2,
198,احتمال 1,1218203,1,
198,اصول سيستمهاي کامپيوتري,1218374,1,
198,ساختمان داده,1218304,2,
199,فلسفه علم,1218563,1,
199,مباني آناليز رياضي,1218123,1,
199,مباني جبر,1218173,1,
199,مباني ماتريسها و جبر خطي,1218103,2,
199,نظريه مقدماتي اعداد,1218253,1,
200,ساختمان داده,1218304,1,
200,مباني آناليز عددي,1218133,1,
200,مباني احتمال,1319153,1,
200,مباني ماتريسها و جبر خطي,1218103,1,
201,اصول سيستمهاي کامپيوتري,1218374,1,
201,ساختمان داده,1218304,1,
201,مباني آناليز عددي,1218133,2,
201,مباني احتمال,1319153,1,
201,مباني ماتريسها و جبر خطي,1218103,1,
202,برنامه سازي پيشرفته وکارگاه,1316234,1,
202,زبان تخصصي,1218603,1,
202,مباني کارآفريني,1236322,1,
202,مباني آناليز عددي,1218133,1,
202,مباني احتمال,1319153,1,
203,مباني آناليز عددي,1218133,2,
203,مباني احتمال,1319153,1,
203,مباني ترکيبيات,1218163,1,
203,مباني ماتريسها و جبر خطي,1218103,2,
204,برنامه سازي پيشرفته وکارگاه,1316234,1,
204,مباني آناليز رياضي,1218123,1,
204,مباني ترکيبيات,1218163,1,
204,مباني ماتريسها و جبر خطي,1218103,2,
204,نرم,1316283,1,
205,مباني آناليز عددي,1218133,2,
205,مباني ترکيبيات,1218163,1,
205,مباني علوم رياضي,1236303,1,
205,مباني ماتريسها و جبر خطي,1218103,2,
205,نرم,1316283,1,
206,مباني آناليز عددي,1218133,2,
206,مباني احتمال,1319153,1,
206,مباني ماتريسها و جبر خطي,1218103,1,
206,مباني منطق و نظريه مجموعه,1218243,2,
206,نرم,1316283,1,
207,برنامه سازي پيشرفته وکارگاه,1316234,1,
207,زبان تخصصي,1218603,1,
207,مباني آناليز عددي,1218133,1,
207,مباني ماتريسها و جبر خطي,1218103,2,
208,زبان تخصصي,1218603,1,
208,مباني آناليز رياضي,1218123,1,
208,مباني جبر,1218173,1,
208,مباني ماتريسها و جبر خطي,1218103,2,
208,نظريه مقدماتي اعداد,1218253,1,
209,ساختمان داده,1218304,2,
209,مباني کارآفريني,1236322,1,
209,مباني ترکيبيات,1218163,1,
209,نرم,1316283,1,
210,برنامه سازي پيشرفته وکارگاه,1316234,1,
210,مباني ماتريسها و جبر خطي,1218103,1,
211,اصول سيستمهاي کامپيوتري,1218374,1,
211,ساختمان داده,1218304,2,
211,مباني ماتريسها و جبر خطي,1218103,1,
212,برنامه سازي پيشرفته وکارگاه,1316234,1,
212,مباني آناليز عددي,1218133,2,
212,مباني ماتريسها و جبر خطي,1218103,1,
212,نرم,1316283,1,
212,نظريه گراف,1129043,1,
213,زبان تخصصي,1218603,1,
213,مباني آناليز رياضي,1218123,1,
213,مباني جبر,1218173,1,
213,مباني ماتريسها و جبر خطي,1218103,2,
213,نظريه مقدماتي اعداد,1218253,1,
214,مباني کامپيوتر و برنامه,1236313,1,
214,مباني آناليز رياضي,1218123,1,
214,مباني ترکيبيات,1218163,1,
214,مباني جبر,1218173,1,
214,نرم,1316283,1,
214,نظريه مقدماتي اعداد,1218253,1,
215,زبان تخصصي,1218603,1,
215,مباني آناليز رياضي,1218123,1,
215,مباني ترکيبيات,1218163,1,
215,مباني علوم رياضي,1236303,1,
215,نرم,1316283,1,
215,نظريه مقدماتي اعداد,1218253,1,
216,برنامه سازي پيشرفته وکارگاه,1316234,1,
216,مباني آناليز رياضي,1218123,1,
216,مباني آناليز عددي,1218133,2,
216,مباني جبر,1218173,1,
216,مباني ماتريسها و جبر خطي,1218103,1,
217,ساختمان داده,1218304,2,
217,مباني آناليز عددي,1218133,2,
217,مباني احتمال,1319153,1,
217,مباني ماتريسها و جبر خطي,1218103,2,
218,زبان تخصصي,1218603,1,
218,مباني آناليز رياضي,1218123,1,
218,مباني جبر,1218173,1,
218,مباني ماتريسها و جبر خطي,1218103,2,
218,نرم,1316283,1,
218,نظريه مقدماتي اعداد,1218253,1,
219,مباني کامپيوتر و برنامه,1236313,1,
219,مباني آناليز عددي,1218133,2,
219,مباني ماتريسها و جبر خطي,1218103,1,
219,نظريه گراف,1129043,1,
220,مباني کامپيوتر و برنامه,1236313,3,
220,مباني آناليز عددي,1218133,2,
220,مباني ماتريسها و جبر خطي,1218103,1,
221,اصول سيستمهاي کامپيوتري,1218374,1,
221,ساختمان داده,1218304,2,
221,مباني آناليز رياضي,1218123,1,
221,مباني آناليز عددي,1218133,2,
221,مباني ترکيبيات,1218163,1,
221,مباني ماتريسها و جبر خطي,1218103,2,
222,برنامه سازي پيشرفته وکارگاه,1316234,2,
222,مباحثي در رياضيات و کاربردها,1218463,1,
222,مباني احتمال,1319153,1,
222,مباني ترکيبيات,1218163,1,
222,مباني علوم رياضي,1236303,1,
222,نرم,1316283,1,
223,مباني آناليز رياضي,1218123,1,
223,مباني آناليز عددي,1218133,2,
223,مباني احتمال,1319153,1,
223,مباني ترکيبيات,1218163,1,
223,مباني ماتريسها و جبر خطي,1218103,2,
224,ساختمان داده,1218304,2,
224,مباني احتمال,1319153,1,
224,مباني علوم رياضي,1236303,1,
225,ساختمان داده,1218304,1,
225,مباني آناليز رياضي,1218123,1,
225,مباني جبر,1218173,1,
225,مباني ماتريسها و جبر خطي,1218103,1,
226,مباني آناليز رياضي,1218123,1,
226,مباني آناليز عددي,1218133,2,
226,مباني جبر,1218173,1,
226,نظريه گراف,1129043,1,
226,نظريه مقدماتي اعداد,1218253,1,
227,برنامه سازي پيشرفته وکارگاه,1316234,2,
227,مباني علوم رياضي,1236303,1,
228,ساختمان داده,1218304,2,
228,مباني آناليز عددي,1218133,2,
228,مباني ماتريسها و جبر خطي,1218103,1,
228,نرم,1316283,1,
229,مباحثي در رياضيات و کاربردها,1218463,1,
229,مباني آناليز رياضي,1218123,1,
229,مباني آناليز عددي,1218133,2,
229,مباني احتمال,1319153,1,
229,مباني ماتريسها و جبر خطي,1218103,1,
229,نرم,1316283,1,
229,نظريه گراف,1129043,1,
230,مباني آناليز رياضي,1218123,1,
230,مباني آناليز عددي,1218133,2,
230,مباني ترکيبيات,1218163,1,
230,مباني ماتريسها و جبر خطي,1218103,1,
230,نرم,1316283,1,
231,فلسفه علم,1218563,1,
231,مباني علوم رياضي,1236303,1,
232,برنامه سازي پيشرفته وکارگاه,1316234,2,
232,مباني کارآفريني,1236322,1,
232,مباني علوم رياضي,1236303,1,
233,برنامه سازي پيشرفته وکارگاه,1316234,1,
233,زبان تخصصي,1218603,1,
233,مباني آناليز عددي,1218133,2,
233,مباني ماتريسها و جبر خطي,1218103,1,
234,مباني ترکيبيات,1218163,1,
234,مباني علوم رياضي,1236303,1,
235,کارگاه کامپيوتر 1,1218281,2,
235,برنامه سازي پيشرفته وکارگاه,1316234,2,
235,روش تحقيق و گزارش,1218272,1,
235,شبيه,1128413,1,
235,مباني کارآفريني,1236322,2,
235,مباني ترکيبيات,1218163,1,
235,مباني علوم رياضي,1236303,1,
236,کارگاه کامپيوتر 1,1218281,4,
236,برنامه سازي پيشرفته وکارگاه,1316234,2,
236,روش تحقيق و گزارش,1218272,1,
236,زبان تخصصي,1218603,1,
236,مباني ترکيبيات,1218163,1,
236,مباني علوم رياضي,1236303,1,
237,کارگاه کامپيوتر 1,1218281,4,
237,روش تحقيق و گزارش,1218272,1,
237,زبان تخصصي,1218603,1,
237,مباني کارآفريني,1236322,2,
237,مباني ترکيبيات,1218163,1,
237,مباني علوم رياضي,1236303,1,
237,نرم,1316283,1,
238,کارگاه کامپيوتر 1,1218281,4,
238,روش تحقيق و گزارش,1218272,1,
238,زبان تخصصي,1218603,1,
238,شبيه,1128413,1,
238,مباني ترکيبيات,1218163,1,
238,مباني علوم رياضي,1236303,1,
238,نرم,1316283,1,
239,برنامه سازي پيشرفته وکارگاه,1316234,2,
239,مباني آناليز عددي,1218133,2,
239,مباني احتمال,1319153,1,
239,مباني ترکيبيات,1218163,1,
239,مباني علوم رياضي,1236303,1,
240,کارگاه کامپيوتر 1,1218281,2,
240,برنامه سازي پيشرفته وکارگاه,1316234,2,
240,روش تحقيق و گزارش,1218272,1,
240,شبيه,1128413,1,
240,مباني ترکيبيات,1218163,1,
240,مباني علوم رياضي,1236303,1,
241,اصول سيستمهاي کامپيوتري,1218374,1,
241,طراحي و تحليل الگوريتمها,1218323,1,
241,مباني آناليز عددي,1218133,1,
241,مباني احتمال,1319153,1,
241,مباني ترکيبيات,1218163,1,
241,مباني ماتريسها و جبر خطي,1218103,2,
242,کامپايلر,1218353,1,
242,شبيه,1128413,1,
242,مباني ماتريسها و جبر خطي,1218103,1,
242,نظريه گراف,1129043,1,
242,نظريه محاسبه,1218313,1,
243,اصول سيستمهاي کامپيوتري,1218374,1,
243,شبيه,1128413,1,
243,طراحي و تحليل الگوريتمها,1218323,1,
243,مباني ماتريسها و جبر خطي,1218103,1,
243,نظريه گراف,1129043,1,
243,هوش مصنوعي,1255033,2,
244,اصول سيستمهاي کامپيوتري,1218374,1,
244,طراحي و تحليل الگوريتمها,1218323,1,
244,مباني آناليز عددي,1218133,1,
244,مباني ماتريسها و جبر خطي,1218103,1,
244,مباني منطق و نظريه مجموعه,1218243,1,
244,نظريه گراف,1129043,1,
245,اصول سيستمهاي کامپيوتري,1218374,1,
245,ساختمان داده,1218304,1,
245,مباني آناليز عددي,1218133,2,
245,مباني احتمال,1319153,1,
245,مباني ماتريسها و جبر خطي,1218103,1,
246,احتمال 1,1218203,1,
246,اصول سيستمهاي کامپيوتري,1218374,1,
246,اصول طراحي نرم افزار وکارگاه,1380044,1,
246,طراحي و تحليل الگوريتمها,1218323,1,
246,مباني ماتريسها و جبر خطي,1218103,1,
246,مباني نظريه محاسبه,1218293,1,
246,هوش مصنوعي,1255033,1,
247,اصول سيستمهاي کامپيوتري,1218374,1,
247,جبر خطي عددي,1218193,1,
247,ساختمان داده,1218304,1,
248,نظريه محاسبه,1218313,1,
249,اصول طراحي نرم افزار وکارگاه,1380044,1,
249,شبيه,1128413,1,
249,نظريه گراف,1129043,1,
249,نظريه محاسبه,1218313,1,
249,هوش مصنوعي,1255033,1,
250,کارگاه کامپيوتر 1,1218281,3,
250,مباني کامپيوتر و برنامه,1236313,3,
251,برنامه سازي پيشرفته وکارگاه,1316234,1,
252,شبيه,1128413,1,
253,ساختمان داده,1218304,2,
254,اصول سيستمهاي کامپيوتري,1218374,1,
254,طراحي و تحليل الگوريتمها,1218323,1,
254,مباني ماتريسها و جبر خطي,1218103,1,
254,مباني منطق و نظريه مجموعه,1218243,1,
254,مباني نظريه محاسبه,1218293,1,
255,کامپايلر,1218353,1,
255,اصول طراحي نرم افزار وکارگاه,1380044,1,
255,جبر خطي عددي,1218193,1,
255,روش تحقيق و گزارش,1218272,1,
255,شبيه,1128413,1,
255,مباني منطق و نظريه مجموعه,1218243,2,
256,احتمال 1,1218203,1,
256,بهينه,1218343,1,
256,روش تحقيق و گزارش,1218272,1,
256,مباني آناليز عددي,1218133,1,
256,مباني نظريه محاسبه,1218293,1,
256,هوش مصنوعي,1255033,2,
257,ساختمان داده,1218304,2,
257,مباني آناليز رياضي,1218123,1,
257,مباني ماتريسها و جبر خطي,1218103,2,
258,کامپايلر,1218353,1,
258,جبر خطي عددي,1218193,1,
258,شبيه,1128413,1,
258,طراحي هندسي کامپيوتري,1218383,1,
258,هوش مصنوعي,1255033,2,
259,بهينه,1218183,1,
259,زبان تخصصي,1218603,1,
259,شبيه,1128413,1,
259,طراحي و تحليل الگوريتمها,1218323,1,
259,مباني ماتريسها و جبر خطي,1218103,1,
260,کامپايلر,1218353,1,
260,بهينه,1254083,1,
260,جبر خطي عددي,1218193,1,
260,مباني احتمال,1319153,1,
260,مباني منطق و نظريه مجموعه,1218243,2,
260,نرم,1316283,1,
261,اصول حسابداري و هزينه,1126743,1,
261,بهينه,1218183,1,
261,جبر خطي عددي,1218193,1,
261,مباني آناليز عددي,1218133,2,
261,مباني ترکيبيات,1218163,1,
262,ساختمان داده,1218304,1,
262,مباني احتمال,1319153,1,
262,مباني علوم رياضي,1236303,1,
262,مباني ماتريسها و جبر خطي,1218103,1,
263,کامپايلر,1218353,1,
263,اصول سيستمهاي کامپيوتري,1218374,1,
263,زبان تخصصي,1218603,1,
263,مباني آناليز عددي,1218133,1,
263,مباني جبر,1218173,1,
263,هوش مصنوعي,1255033,1,
264,مباني احتمال,1319153,1,
264,مباني ماتريسها و جبر خطي,1218103,1,
264,نظريه گراف,1129043,1,
264,هوش مصنوعي,1255033,1,
265,اصول حسابداري و هزينه,1126743,1,
265,بهينه,1218183,1,
265,جبر خطي عددي,1218193,1,
265,طراحي و تحليل الگوريتمها,1218323,1,
265,نظريه گراف,1129043,1,
266,بهينه,1218183,1,
266,شبيه,1128413,1,
266,مباني منطق و نظريه مجموعه,1218243,2,
266,نظريه گراف,1129043,1,
266,هوش مصنوعي,1255033,1,
267,اصول حسابداري و هزينه,1126743,1,
267,اصول سيستمهاي کامپيوتري,1218374,1,
267,ساختمان داده,1218304,1,
267,شبيه,1128413,1,
267,مباني آناليز رياضي,1218123,1,
268,اصول سيستمهاي کامپيوتري,1218374,1,
268,طراحي و تحليل الگوريتمها,1218323,1,
268,مباني ماتريسها و جبر خطي,1218103,1,
268,نظريه محاسبه,1218313,1,
269,اصول سيستمهاي کامپيوتري,1218374,1,
269,بهينه,1218183,1,
269,شبيه,1128413,1,
269,طراحي و تحليل الگوريتمها,1218323,1,
269,نظريه محاسبه,1218313,1,
270,کامپايلر,1218353,1,
270,جبر خطي عددي,1218193,1,
270,زبان تخصصي,1218603,1,
270,طراحي و تحليل الگوريتمها,1218323,1,
270,نظريه گراف,1129043,1,
271,مباني احتمال,1319153,1,
271,مباني ترکيبيات,1218163,1,
271,مباني ماتريسها و جبر خطي,1218103,1,
271,مباني منطق و نظريه مجموعه,1218243,1,
271,مباني نظريه محاسبه,1218293,1,
272,اصول سيستمهاي کامپيوتري,1218374,1,
272,بهينه,1218183,1,
272,شبيه,1128413,1,
272,طراحي و تحليل الگوريتمها,1218323,1,
272,مباني آناليز عددي,1218133,1,
273,اصول طراحي نرم افزار وکارگاه,1380044,1,
273,طراحي و تحليل الگوريتمها,1218323,1,
273,مباني نظريه محاسبه,1218293,1,
273,نرم,1316283,1,
273,هوش مصنوعي,1255033,1,
274,کامپايلر,1218353,1,
274,اصول طراحي نرم افزار وکارگاه,1380044,1,
274,طراحي و تحليل الگوريتمها,1218323,1,
274,مباني آناليز رياضي,1218123,1,
274,مباني منطق و نظريه مجموعه,1218243,2,
275,ساختمان داده,1218304,1,
275,مباني ماتريسها و جبر خطي,1218103,1,
275,مباني نظريه محاسبه,1218293,1,
276,کامپايلر,1218353,1,
276,اصول طراحي نرم افزار وکارگاه,1380044,1,
276,بهينه,1218183,1,
276,جبر خطي عددي,1218193,1,
276,مباني کارآفريني,1236322,2,
276,مباني منطق و نظريه مجموعه,1218243,1,
277,برنامه سازي پيشرفته وکارگاه,1316234,2,
277,مباني ماتريسها و جبر خطي,1218103,1,
277,مباني نظريه محاسبه,1218293,1,
278,کامپايلر,1218353,1,
278,اصول طراحي نرم افزار وکارگاه,1380044,1,
278,جبر خطي عددي,1218193,1,
278,شبيه,1128413,1,
278,مباني کارآفريني,1236322,2,
278,مباني منطق و نظريه مجموعه,1218243,1,
279,اصول حسابداري و هزينه,1126743,1,
279,بهينه,1218183,1,
279,جبر خطي عددي,1218193,1,
279,مباني آناليز عددي,1218133,2,
279,مباني احتمال,1319153,1,
279,مباني ترکيبيات,1218163,1,
280,کامپايلر,1218353,1,
280,اصول سيستمهاي کامپيوتري,1218374,1,
280,اصول طراحي نرم افزار وکارگاه,1380044,1,
280,مباني ماتريسها و جبر خطي,1218103,1,
281,کامپايلر,1218353,1,
281,اصول سيستمهاي کامپيوتري,1218374,1,
281,مباني آناليز عددي,1218133,2,
281,نظريه گراف,1129043,1,
281,نظريه محاسبه,1218313,1,
282,کامپايلر,1218353,1,
282,شبيه,1128413,1,
282,مباني آناليز عددي,1218133,2,
282,نظريه گراف,1129043,1,
282,نظريه محاسبه,1218313,1,
283,کامپايلر,1218353,1,
283,اصول طراحي نرم افزار وکارگاه,1380044,1,
283,مباني کارآفريني,1236322,1,
283,مباني آناليز عددي,1218133,1,
283,مباني احتمال,1319153,1,
283,مباني ماتريسها و جبر خطي,1218103,1,
284,کامپايلر,1218353,1,
284,بهينه,1218183,1,
284,جبر خطي عددي,1218193,1,
284,زبان تخصصي,1218603,1,
284,شبيه,1128413,1,
284,طراحي و تحليل الگوريتمها,1218323,1,
285,کامپايلر,1218353,1,
285,اصول سيستمهاي کامپيوتري,1218374,1,
285,زبان تخصصي,1218603,1,
285,شبيه,1128413,1,
285,مباني کارآفريني,1236322,2,
285,مباني آناليز رياضي,1218123,1,
286,اصول طراحي نرم افزار وکارگاه,1380044,1,
286,بهينه,1218183,1,
286,جبر خطي عددي,1218193,1,
286,مباني کارآفريني,1236322,1,
286,مباني منطق و نظريه مجموعه,1218243,2,
286,مباني نظريه محاسبه,1218293,1,
287,کامپايلر,1218353,1,
287,بهينه,1218183,1,
287,روش تحقيق و گزارش,1218272,1,
287,زبان تخصصي,1218603,1,
287,مباني منطق و نظريه مجموعه,1218243,2,
288,کامپايلر,1218353,1,
288,بهينه,1218183,1,
288,جبر خطي عددي,1218193,1,
288,طراحي و تحليل الگوريتمها,1218323,1,
288,نظريه محاسبه,1218313,1,
289,اصول سيستمهاي کامپيوتري,1218374,1,
289,زبان تخصصي,1218603,1,
289,مباني کارآفريني,1236322,2,
289,مباني ماتريسها و جبر خطي,1218103,1,
289,مباني منطق و نظريه مجموعه,1218243,1,
290,کامپايلر,1218353,1,
290,زبان تخصصي,1218603,1,
290,طراحي و تحليل الگوريتمها,1218323,1,
290,مباني ماتريسها و جبر خطي,1218103,1,
290,نظريه گراف,1129043,1,
291,کامپايلر,1218353,1,
291,شبيه,1128413,1,
291,طراحي و تحليل الگوريتمها,1218323,1,
291,نظريه گراف,1129043,1,
291,نظريه محاسبه,1218313,1,
292,بهينه,1254083,1,
292,جبر خطي عددي,1218193,1,
292,زبان تخصصي,1218603,1,
292,شبيه,1128413,1,
292,طراحي و تحليل الگوريتمها,1218323,1,
292,نظريه محاسبه,1218313,1,
292,هوش مصنوعي,1255033,1,
293,کامپايلر,1218353,1,
293,جبر خطي عددي,1218193,1,
293,روش تحقيق و گزارش,1218272,1,
293,شبيه,1128413,1,
293,مباني آناليز عددي,1218133,1,
293,نرم,1316283,1,
294,کامپايلر,1218353,1,
294,اصول طراحي نرم افزار وکارگاه,1380044,1,
294,جبر خطي عددي,1218193,1,
294,شبيه,1128413,1,
294,طراحي و تحليل الگوريتمها,1218323,1,
294,مباني منطق و نظريه مجموعه,1218243,2,
295,اصول سيستمهاي کامپيوتري,1218374,1,
295,اصول طراحي نرم افزار وکارگاه,1380044,1,
295,روش تحقيق و گزارش,1218272,1,
295,فلسفه علم,1218563,1,
295,مباني ماتريسها و جبر خطي,1218103,1,
296,کامپايلر,1218353,1,
296,اصول طراحي نرم افزار وکارگاه,1380044,1,
296,اصول مديريت,1126713,1,
296,جبر خطي عددي,1218193,1,
296,روش تحقيق و گزارش,1218272,1,
296,شبيه,1128413,1,
296,طراحي هندسي کامپيوتري,1218383,1,
297,کامپايلر,1218353,1,
297,بهينه,1218183,1,
297,مباحثي در رياضيات و کاربردها,1218463,1,
297,مباني آناليز عددي,1218133,2,
297,مباني منطق و نظريه مجموعه,1218243,2,
298,کامپايلر,1218353,1,
298,اصول طراحي نرم افزار وکارگاه,1380044,1,
298,جبر خطي عددي,1218193,1,
298,روش تحقيق و گزارش,1218272,1,
298,شبيه,1128413,1,
299,کامپايلر,1218353,1,
299,اصول سيستمهاي کامپيوتري,1218374,1,
299,اصول مديريت,1126713,1,
299,روش تحقيق و گزارش,1218272,1,
299,مباني آناليز عددي,1218133,1,
299,مباني ماتريسها و جبر خطي,1218103,1,
300,کامپايلر,1218353,1,
300,اصول سيستمهاي کامپيوتري,1218374,1,
300,مباني آناليز عددي,1218133,1,
300,مباني جبر,1218173,1,
300,هوش مصنوعي,1255033,1,
301,کامپايلر,1218353,1,
301,احتمال 1,1218203,1,
301,اصول سيستمهاي کامپيوتري,1218374,1,
301,طراحي و تحليل الگوريتمها,1218323,1,
301,هوش مصنوعي,1255033,2,
302,زبان تخصصي,1218603,1,
302,طراحي و تحليل الگوريتمها,1218323,1,
302,مباني ترکيبيات,1218163,1,
302,مباني نظريه محاسبه,1218293,1,
303,ساختمان داده,1218304,1,
303,مباني احتمال,1319153,1,
303,مباني ماتريسها و جبر خطي,1218103,1,
303,مباني نظريه محاسبه,1218293,1,
304,اصول طراحي نرم افزار وکارگاه,1380044,1,
304,بهينه,1218183,1,
304,جبر خطي عددي,1218193,1,
304,روش تحقيق و گزارش,1218272,1,
304,نظريه گراف,1129043,1,
304,نظريه محاسبه,1218313,1,
305,کارگاه کامپيوتر 1,1218281,1,
305,کامپايلر,1218353,1,
305,برنامه سازي پيشرفته وکارگاه,1316234,2,
305,بهينه,1218183,1,
305,مباني ماتريسها و جبر خطي,1218103,1,
305,نظريه محاسبه,1218313,1,
306,اصول حسابداري و هزينه,1126743,1,
306,اصول سيستمهاي کامپيوتري,1218374,1,
306,بهينه,1218183,1,
306,طراحي و تحليل الگوريتمها,1218323,1,
306,نظريه محاسبه,1218313,1,
307,کامپايلر,1218353,1,
307,اصول سيستمهاي کامپيوتري,1218374,1,
307,جبر خطي عددي,1218193,1,
307,نظريه محاسبه,1218313,1,
307,هوش مصنوعي,1255033,1,
308,کامپايلر,1218353,1,
308,اصول طراحي نرم افزار وکارگاه,1380044,1,
308,جبر خطي عددي,1218193,1,
308,روش تحقيق و گزارش,1218272,1,
308,شبيه,1128413,1,
308,مباني آناليز عددي,1218133,1,
309,کامپايلر,1218353,1,
309,جبر خطي عددي,1218193,1,
309,زبان تخصصي,1218603,1,
309,طراحي هندسي کامپيوتري,1218383,1,
309,طراحي و تحليل الگوريتمها,1218323,1,
309,نظريه محاسبه,1218313,1,
309,هوش مصنوعي,1255033,1,
310,کامپايلر,1218353,1,
310,اصول طراحي نرم افزار وکارگاه,1380044,1,
310,جبر خطي عددي,1218193,1,
310,طراحي و تحليل الگوريتمها,1218323,1,
310,نظريه محاسبه,1218313,1,
310,هوش مصنوعي,1255033,1,
311,جبر خطي عددي,1218193,1,
311,زبان تخصصي,1218603,1,
311,مباني آناليز عددي,1218133,1,
311,هوش مصنوعي,1255033,1,
312,کامپايلر,1218353,1,
312,بهينه,1218183,1,
312,جبر خطي عددي,1218193,1,
312,روش تحقيق و گزارش,1218272,1,
312,زبان تخصصي,1218603,1,
312,نظريه محاسبه,1218313,1,
313,کامپايلر,1218353,1,
313,اصول طراحي نرم افزار وکارگاه,1380044,1,
313,جبر خطي عددي,1218193,1,
313,شبيه,1128413,1,
313,طراحي و تحليل الگوريتمها,1218323,1,
313,مباني منطق و نظريه مجموعه,1218243,2,
314,کارگاه کامپيوتر 1,1218281,3,
