شماره دانشجويي,نام درس,کد درس ,گروه درس ,
441,جبر خطي عددي,1218193,1,
441,مباني سيستمهاي ديناميکي,1218583,1,
441,نظريه گراف,1129043,1,
442,توپولوژي عمومي,1218233,1,
442,جبر,1218433,1,
442,روش تحقيق و گزارش,1218272,1,
442,ساختمان داده,1218304,1,
442,مباني کارآفريني,1236322,2,
442,مباني سيستمهاي ديناميکي,1218583,1,
443,بهينه,1218183,1,
444,احتمال 1,1218203,1,
444,برنامه سازي پيشرفته وکارگاه,1316234,2,
444,بهينه,1218183,1,
444,جبر,1218433,1,
445,آموزش رياضيات,1218553,1,
445,بهينه,1254083,1,
445,توابع مختلط,1218263,1,
445,زبان تخصصي,1218603,1,
445,مباحثي در رياضيات و کاربردها,1218463,1,
445,مباني کارآفريني,1236322,2,
446,زبان تخصصي,1218603,1,
446,شبيه,1128413,1,
446,مباني سيستمهاي ديناميکي,1218583,1,
447,آموزش رياضيات,1218553,1,
447,آناليز رياضي,1218153,1,
447,برنامه سازي پيشرفته وکارگاه,1316234,1,
447,توابع مختلط,1218263,1,
447,مباني کارآفريني,1236322,2,
447,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
448,آناليز رياضي,1218153,1,
448,اصول سيستمهاي کامپيوتري,1218374,1,
448,بهينه,1218343,1,
448,شبيه,1128413,1,
448,طراحي و تحليل الگوريتمها,1218323,1,
448,مباني سيستمهاي ديناميکي,1218583,1,
448,هوش مصنوعي,1255033,1,
449,آناليز رياضي,1218153,1,
449,توپولوژي عمومي,1218233,1,
449,جبر خطي عددي,1218193,1,
449,مباني سيستمهاي ديناميکي,1218583,1,
449,نرم,1316283,1,
450,جبر خطي عددي,1218193,1,
450,مباني سيستمهاي ديناميکي,1218583,1,
451,جبر خطي عددي,1218193,1,
451,شبيه,1128413,1,
451,طراحي هندسي کامپيوتري,1218383,1,
451,نرم,1316283,1,
452,آناليز رياضي,1218153,1,
452,بهينه,1218183,1,
452,توپولوژي عمومي,1218233,1,
452,توابع مختلط,1218263,1,
452,روش تحقيق و گزارش,1218272,1,
452,مباني کارآفريني,1236322,2,
452,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
453,آناليز رياضي,1218153,1,
453,توابع مختلط,1218263,1,
453,مباحثي در رياضيات و کاربردها,1218463,1,
453,مباني کارآفريني,1236322,1,
453,مباني سيستمهاي ديناميکي,1218583,1,
453,نرم,1316283,1,
454,توپولوژي عمومي,1218233,1,
454,جبر خطي عددي,1218193,1,
454,طراحي و تحليل الگوريتمها,1218323,1,
454,مباني سيستمهاي ديناميکي,1218583,1,
455,آناليز رياضي,1218153,1,
455,بهينه,1218183,1,
455,توپولوژي عمومي,1218233,1,
455,توابع مختلط,1218263,1,
455,ساختمان داده,1218304,1,
455,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
456,احتمال 1,1218203,1,
456,برنامه سازي پيشرفته وکارگاه,1316234,1,
456,مباني سيستمهاي ديناميکي,1218583,1,
457,بهينه,1218183,1,
457,جبر,1218433,1,
457,شبيه,1128413,1,
458,جبر,1218433,1,
458,مباحثي در رياضيات و کاربردها,1218463,1,
458,مباني کارآفريني,1236322,1,
458,مباني سيستمهاي ديناميکي,1218583,1,
458,نرم,1316283,1,
459,احتمال 1,1218203,1,
459,جبر خطي عددي,1218193,1,
459,مباني منطق و نظريه مجموعه,1218243,2,
459,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
459,نظريه گراف,1129043,1,
460,بهينه,1218183,1,
460,توابع مختلط,1218263,1,
460,جبر خطي عددي,1218193,1,
460,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
461,بهينه,1218183,1,
461,فلسفه علم,1218563,1,
461,مباني آناليز رياضي,1218123,1,
461,مباني جبر,1218173,1,
462,آموزش رياضيات,1218553,1,
462,اصول حسابداري و هزينه,1126743,1,
462,مباني کارآفريني,1236322,1,
462,مباني آناليز عددي,1218133,1,
462,مباني احتمال,1319153,1,
462,مباني ترکيبيات,1218163,1,
462,مباني نظريه محاسبه,1218293,1,
463,آناليز رياضي,1218153,1,
463,توابع مختلط,1218263,1,
463,مباني سيستمهاي ديناميکي,1218583,1,
463,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
463,نرم,1316283,1,
464,آناليز رياضي,1218153,1,
464,اصول سيستمهاي کامپيوتري,1218374,1,
464,طراحي و تحليل الگوريتمها,1218323,1,
464,مباني سيستمهاي ديناميکي,1218583,1,
464,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
465,جبر خطي عددي,1218193,1,
465,زبان تخصصي,1218603,1,
465,شبيه,1128413,1,
465,مباني کارآفريني,1236322,1,
466,آناليز رياضي,1218153,1,
466,مباحثي در رياضيات و کاربردها,1218463,1,
466,مباني کارآفريني,1236322,1,
466,مباني سيستمهاي ديناميکي,1218583,1,
466,نرم,1316283,1,
467,آناليز رياضي,1218153,1,
467,بهينه,1218343,1,
467,مباحثي در رياضيات و کاربردها,1218463,1,
467,مباني جبر,1218173,1,
467,مباني سيستمهاي ديناميکي,1218583,1,
467,نظريه گراف,1129043,1,
468,بهينه,1254083,1,
468,شبيه,1128413,1,
468,نظريه محاسبه,1218313,1,
469,آناليز رياضي,1218153,1,
469,بهينه,1254083,1,
469,جبر,1218433,1,
469,مباحثي در رياضيات و کاربردها,1218463,1,
469,مباني سيستمهاي ديناميکي,1218583,1,
470,آناليز رياضي,1218153,1,
470,بهينه,1218343,1,
470,مباني جبر,1218173,1,
470,مباني سيستمهاي ديناميکي,1218583,1,
471,احتمال 1,1218203,1,
471,مباحثي در رياضيات و کاربردها,1218463,1,
471,نرم,1316283,1,
471,نظريه گراف,1129043,1,
472,آناليز عددي,1218473,1,
472,بهينه,1218183,1,
472,جبر خطي عددي,1218193,1,
472,روش تحقيق و گزارش,1218272,1,
472,مباني جبر,1218173,1,
472,نظريه گراف,1129043,1,
473,آناليز رياضي,1218153,1,
473,بهينه,1218343,1,
474,فلسفه علم,1218563,1,
474,مباني جبر,1218173,1,
474,مباني منطق و نظريه مجموعه,1218243,2,
474,نظريه گراف,1129043,1,
474,هوش مصنوعي,1255033,1,
475,شبيه,1128413,1,
475,مباحثي در رياضيات و کاربردها,1218463,1,
475,مباني کارآفريني,1236322,1,
475,نرم,1316283,1,
475,نظريه مقدماتي اعداد,1218253,1,
476,توپولوژي عمومي,1218233,1,
476,توابع مختلط,1218263,1,
476,جبر خطي عددي,1218193,1,
476,مباني سيستمهاي ديناميکي,1218583,1,
476,مباني منطق و نظريه مجموعه,1218243,2,
476,هوش مصنوعي,1255033,2,
477,آناليز رياضي,1218153,1,
477,اصول سيستمهاي کامپيوتري,1218374,1,
477,بهينه,1218343,1,
477,شبيه,1128413,1,
477,هوش مصنوعي,1255033,1,
478,آناليز رياضي,1218153,1,
478,برنامه سازي پيشرفته وکارگاه,1316234,1,
478,توپولوژي عمومي,1218233,1,
478,مباني سيستمهاي ديناميکي,1218583,1,
478,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
479,آناليز رياضي,1218153,1,
479,آناليز عددي,1218473,1,
479,توپولوژي عمومي,1218233,1,
479,زبان تخصصي,1218603,1,
479,مباني کارآفريني,1236322,1,
479,نرم,1316283,1,
480,آموزش رياضيات,1218553,1,
480,توپولوژي عمومي,1218233,1,
480,جبر خطي عددي,1218193,1,
480,مباني جبر,1218173,1,
480,مباني منطق و نظريه مجموعه,1218243,1,
480,نظريه مقدماتي اعداد,1218253,1,
481,جبر,1218433,1,
481,مباني سيستمهاي ديناميکي,1218583,1,
482,احتمال 1,1218203,1,
482,برنامه سازي پيشرفته وکارگاه,1316234,2,
482,بهينه,1218183,1,
482,توپولوژي عمومي,1218233,1,
482,مباني ماتريسها و جبر خطي,1218103,1,
483,احتمال 1,1218203,1,
483,برنامه سازي پيشرفته وکارگاه,1316234,1,
483,جبر,1218433,1,
483,جبر خطي عددي,1218193,1,
483,مباني سيستمهاي ديناميکي,1218583,1,
484,آناليز رياضي,1218153,1,
484,احتمال 1,1218203,1,
484,توپولوژي عمومي,1218233,1,
484,روش تحقيق و گزارش,1218272,1,
484,مباني سيستمهاي ديناميکي,1218583,1,
484,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
485,روش تحقيق و گزارش,1218272,1,
485,مباني آناليز عددي,1218133,1,
485,مباني جبر,1218173,1,
485,مباني ماتريسها و جبر خطي,1218103,2,
485,هوش مصنوعي,1255033,2,
486,آناليز رياضي,1218153,1,
486,احتمال 1,1218203,1,
486,بهينه,1218183,1,
486,توپولوژي عمومي,1218233,1,
486,روش تحقيق و گزارش,1218272,1,
486,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
487,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
488,کارگاه کامپيوتر 1,1218281,1,
488,اصول سيستمهاي کامپيوتري,1218374,1,
488,جبر خطي عددي,1218193,1,
488,شبيه,1128413,1,
488,طراحي و تحليل الگوريتمها,1218323,1,
488,مباني ترکيبيات,1218163,1,
488,مباني ماتريسها و جبر خطي,1218103,1,
489,کارگاه کامپيوتر 1,1218281,4,
489,اصول حسابداري و هزينه,1126743,1,
489,بهينه,1254083,1,
489,نظريه محاسبه,1218313,1,
490,اصول سيستمهاي کامپيوتري,1218374,1,
490,شبيه,1128413,1,
490,نرم,1316283,1,
490,نظريه گراف,1129043,1,
491,اصول مديريت,1126713,1,
491,بهينه,1254083,1,
491,جبر خطي عددي,1218193,1,
492,طراحي و تحليل الگوريتمها,1218323,1,
492,هوش مصنوعي,1255033,1,
493,نظريه محاسبه,1218313,1,
494,اصول حسابداري و هزينه,1126743,1,
494,اصول مديريت,1126713,1,
495,جبر خطي عددي,1218193,1,
495,شبيه,1128413,1,
495,طراحي هندسي کامپيوتري,1218383,1,
495,طراحي و تحليل الگوريتمها,1218323,1,
495,مباني آناليز عددي,1218133,1,
495,هوش مصنوعي,1255033,1,
496,مباني آناليز عددي,1218133,1,
496,مباني منطق و نظريه مجموعه,1218243,1,
497,روش تحقيق و گزارش,1218272,1,
497,طراحي هندسي کامپيوتري,1218383,1,
497,مباحثي در رياضيات و کاربردها,1218463,1,
497,مباني آناليز رياضي,1218123,1,
497,مباني احتمال,1319153,1,
497,مباني منطق و نظريه مجموعه,1218243,2,
498,اصول طراحي نرم افزار وکارگاه,1380044,1,
498,اصول مديريت,1126713,1,
499,اصول طراحي نرم افزار وکارگاه,1380044,1,
499,اصول مديريت,1126713,1,
500,جبر خطي عددي,1218193,1,
500,مباني منطق و نظريه مجموعه,1218243,2,
501,مباحثي در رياضيات و کاربردها,1218463,1,
501,مباني آناليز عددي,1218133,1,
501,مباني منطق و نظريه مجموعه,1218243,1,
501,نرم,1316283,1,
502,زبان تخصصي,1218603,1,
502,مباحثي در رياضيات و کاربردها,1218463,1,
502,مباني منطق و نظريه مجموعه,1218243,2,
502,نرم,1316283,1,
502,هوش مصنوعي,1255033,1,
503,اصول مديريت,1126713,1,
503,طراحي و تحليل الگوريتمها,1218323,1,
503,مباحثي در رياضيات و کاربردها,1218463,1,
503,مباني منطق و نظريه مجموعه,1218243,1,
504,آموزش رياضيات,1218553,1,
504,زبان تخصصي,1218603,1,
504,مباحثي در رياضيات و کاربردها,1218463,1,
504,مباني منطق و نظريه مجموعه,1218243,2,
504,هوش مصنوعي,1255033,1,
505,کامپايلر,1218353,1,
505,اصول سيستمهاي کامپيوتري,1218374,1,
505,روش تحقيق و گزارش,1218272,1,
505,مباني احتمال,1319153,1,
505,هوش مصنوعي,1255033,1,
506,اصول حسابداري و هزينه,1126743,1,
506,اصول مديريت,1126713,1,
506,شبيه,1128413,1,
506,مباحثي در رياضيات و کاربردها,1218463,1,
506,نظريه گراف,1129043,1,
507,اصول طراحي نرم افزار وکارگاه,1380044,1,
507,اصول مديريت,1126713,1,
507,شبيه,1128413,1,
507,مباني آناليز عددي,1218133,1,
507,مباني منطق و نظريه مجموعه,1218243,1,
507,نرم,1316283,1,
508,اصول سيستمهاي کامپيوتري,1218374,1,
508,برنامه سازي پيشرفته وکارگاه,1316234,2,
508,بهينه,1218183,1,
508,ساختمان داده,1218304,1,
508,شبيه,1128413,1,
509,اصول مديريت,1126713,1,
509,شبيه,1128413,1,
509,مباني کارآفريني,1236322,2,
509,نرم,1316283,1,
510,اصول مديريت,1126713,1,
510,شبيه,1128413,1,
510,مباني منطق و نظريه مجموعه,1218243,1,
510,نرم,1316283,1,
510,نظريه محاسبه,1218313,1,
511,مباحثي در رياضيات و کاربردها,1218463,1,
511,نرم,1316283,1,
511,نظريه گراف,1129043,1,
512,کارگاه کامپيوتر 1,1218281,3,
512,شبيه,1128413,1,
512,مباني منطق و نظريه مجموعه,1218243,2,
513,آموزش رياضيات,1218553,1,
514,زبان تخصصي,1218603,1,
515,آموزش رياضيات,1218553,1,
515,مباحثي در رياضيات و کاربردها,1218463,1,
515,نرم,1316283,1,
516,اصول حسابداري و هزينه,1126743,1,
516,شبيه,1128413,1,
516,مباحثي در رياضيات و کاربردها,1218463,1,
516,نرم,1316283,1,
517,جبر خطي عددي,1218193,1,
517,شبيه,1128413,1,
517,طراحي هندسي کامپيوتري,1218383,1,
517,مباني آناليز عددي,1218133,1,
517,مباني منطق و نظريه مجموعه,1218243,1,
518,اصول طراحي نرم افزار وکارگاه,1380044,1,
518,بهينه,1218343,1,
518,شبيه,1128413,1,
518,طراحي هندسي کامپيوتري,1218383,1,
519,زبان تخصصي,1218603,1,
519,نرم,1316283,1,
520,شبيه,1128413,1,
520,نرم,1316283,1,
521,بهينه,1218183,1,
521,شبيه,1128413,1,
521,مباحثي در رياضيات و کاربردها,1218463,1,
521,نرم,1316283,1,
521,نظريه محاسبه,1218313,1,
521,هوش مصنوعي,1255033,1,
522,شبيه,1128413,1,
522,نظريه محاسبه,1218313,1,
523,اصول طراحي نرم افزار وکارگاه,1380044,1,
523,شبيه,1128413,1,
523,مباحثي در رياضيات و کاربردها,1218463,1,
523,نظريه گراف,1129043,1,
523,هوش مصنوعي,1255033,1,
524,آناليز عددي,1218473,1,
524,مباني منطق و نظريه مجموعه,1218243,1,
524,نظريه محاسبه,1218313,1,
524,نظريه مقدماتي اعداد,1218253,1,
524,هوش مصنوعي,1255033,2,
525,جبر خطي عددي,1218193,1,
525,زبان تخصصي,1218603,1,
525,مباني منطق و نظريه مجموعه,1218243,1,
525,نرم,1316283,1,
526,فلسفه علم,1218563,1,
526,نرم,1316283,1,
526,هوش مصنوعي,1255033,1,
527,آناليز عددي,1218473,1,
527,بهينه,1254083,1,
527,جبر,1218433,1,
527,مباني منطق و نظريه مجموعه,1218243,2,
527,نظريه مقدماتي اعداد,1218253,1,
527,هوش مصنوعي,1255033,1,
528,ساختمان داده,1218304,1,
528,مباني آناليز رياضي,1218123,1,
528,نظريه مقدماتي اعداد,1218253,1,
529,آموزش رياضيات,1218553,1,
529,مباني ماتريسها و جبر خطي,1218103,1,
530,توپولوژي عمومي,1218233,1,
530,توابع مختلط,1218263,1,
530,مباحثي در رياضيات و کاربردها,1218463,1,
530,مباني سيستمهاي ديناميکي,1218583,1,
530,نظريه محاسبه,1218313,1,
531,آناليز رياضي,1218153,1,
531,بهينه,1218183,1,
531,توابع مختلط,1218263,1,
531,جبر خطي عددي,1218193,1,
531,ساختمان داده,1218304,1,
531,مباني آناليز عددي,1218133,1,
532,توابع مختلط,1218263,1,
532,نرم,1316283,1,
532,هوش مصنوعي,1255033,1,
533,آناليز عددي,1218473,1,
533,بهينه,1218343,1,
533,توپولوژي عمومي,1218233,1,
533,روش تحقيق و گزارش,1218272,1,
533,زبان تخصصي,1218603,1,
533,مباني سيستمهاي ديناميکي,1218583,1,
534,بهينه,1254083,1,
534,بهينه,1218343,1,
534,مباحثي در رياضيات و کاربردها,1218463,1,
535,احتمال 1,1218203,1,
535,اصول طراحي نرم افزار وکارگاه,1380044,1,
535,فلسفه علم,1218563,1,
535,مباني آناليز عددي,1218133,1,
536,آموزش رياضيات,1218553,1,
536,روش تحقيق و گزارش,1218272,1,
537,اصول حسابداري و هزينه,1126743,1,
537,بهينه,1218343,1,
538,بهينه,1254083,1,
538,ساختمان داده,1218304,1,
538,مباني جبر,1218173,1,
538,مباني منطق و نظريه مجموعه,1218243,2,
538,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
539,آموزش رياضيات,1218553,1,
539,احتمال 1,1218203,1,
539,اصول سيستمهاي کامپيوتري,1218374,1,
539,مباحثي در رياضيات و کاربردها,1218463,1,
539,نرم,1316283,1,
540,آناليز رياضي,1218153,1,
540,بهينه,1218343,1,
540,جبر خطي عددي,1218193,1,
540,مباني منطق و نظريه مجموعه,1218243,2,
540,نرم,1316283,1,
541,آناليز رياضي,1218153,1,
541,توپولوژي عمومي,1218233,1,
541,شبيه,1128413,1,
541,مباني سيستمهاي ديناميکي,1218583,1,
542,اصول طراحي نرم افزار وکارگاه,1380044,1,
542,بهينه,1254083,1,
542,توابع مختلط,1218263,1,
542,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
542,هوش مصنوعي,1255033,2,
543,احتمال 1,1218203,1,
543,اصول طراحي نرم افزار وکارگاه,1380044,1,
543,توپولوژي عمومي,1218233,1,
543,مباني سيستمهاي ديناميکي,1218583,1,
543,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
544,آموزش رياضيات,1218553,1,
544,اصول سيستمهاي کامپيوتري,1218374,1,
544,بهينه,1218343,1,
544,توابع مختلط,1218263,1,
544,مباحثي در رياضيات و کاربردها,1218463,1,
544,نرم,1316283,1,
544,نظريه گراف,1129043,1,
545,آناليز عددي,1218473,1,
545,شبيه,1128413,1,
545,مباني آناليز عددي,1218133,1,
545,مباني سيستمهاي ديناميکي,1218583,1,
545,هوش مصنوعي,1255033,1,
546,احتمال 1,1218203,1,
546,ساختمان داده,1218304,1,
546,مباني سيستمهاي ديناميکي,1218583,1,
546,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
547,اصول طراحي نرم افزار وکارگاه,1380044,1,
547,توپولوژي عمومي,1218233,1,
547,شبيه,1128413,1,
547,مباني سيستمهاي ديناميکي,1218583,1,
547,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
548,ساختمان داده,1218304,2,
548,شبيه,1128413,1,
548,مباحثي در رياضيات و کاربردها,1218463,1,
548,نرم,1316283,1,
548,نظريه مقدماتي اعداد,1218253,1,
549,کارگاه کامپيوتر 1,1218281,1,
549,بهينه,1218343,1,
549,مباني جبر,1218173,1,
549,نظريه محاسبه,1218313,1,
550,آناليز رياضي,1218153,1,
550,اصول طراحي نرم افزار وکارگاه,1380044,1,
550,توپولوژي عمومي,1218233,1,
551,آموزش رياضيات,1218553,1,
551,اصول حسابداري و هزينه,1126743,1,
551,اصول سيستمهاي کامپيوتري,1218374,1,
551,توابع مختلط,1218263,1,
551,زبان تخصصي,1218603,1,
551,مباحثي در رياضيات و کاربردها,1218463,1,
552,زبان تخصصي,1218603,1,
552,مباني منطق و نظريه مجموعه,1218243,2,
552,هوش مصنوعي,1255033,1,
553,آموزش رياضيات,1218553,1,
553,بهينه,1254083,1,
553,زبان تخصصي,1218603,1,
553,شبيه,1128413,1,
553,نرم,1316283,1,
554,آموزش رياضيات,1218553,1,
554,بهينه,1254083,1,
554,زبان تخصصي,1218603,1,
554,شبيه,1128413,1,
554,نرم,1316283,1,
555,مباحثي در رياضيات و کاربردها,1218463,1,
555,مباني آناليز عددي,1218133,1,
555,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
555,نرم,1316283,1,
556,جبر خطي عددي,1218193,1,
556,زبان تخصصي,1218603,1,
556,شبيه,1128413,1,
556,مباني منطق و نظريه مجموعه,1218243,2,
556,نرم,1316283,1,
557,آناليز عددي,1218473,1,
557,اصول حسابداري و هزينه,1126743,1,
557,برنامه سازي پيشرفته وکارگاه,1316234,2,
557,بهينه,1218343,1,
557,فلسفه علم,1218563,1,
557,مباني سيستمهاي ديناميکي,1218583,1,
558,آموزش رياضيات,1218553,1,
558,اصول سيستمهاي کامپيوتري,1218374,1,
558,بهينه,1218343,1,
558,مباحثي در رياضيات و کاربردها,1218463,1,
558,نرم,1316283,1,
559,آناليز رياضي,1218153,1,
559,توابع مختلط,1218263,1,
559,مباني سيستمهاي ديناميکي,1218583,1,
560,اصول طراحي نرم افزار وکارگاه,1380044,1,
560,بهينه,1254083,1,
560,توابع مختلط,1218263,1,
560,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
560,هوش مصنوعي,1255033,2,
561,آموزش رياضيات,1218553,1,
561,اصول سيستمهاي کامپيوتري,1218374,1,
561,بهينه,1218343,1,
561,توابع مختلط,1218263,1,
561,مباحثي در رياضيات و کاربردها,1218463,1,
562,آناليز رياضي,1218153,1,
562,توپولوژي عمومي,1218233,1,
562,جبر خطي عددي,1218193,1,
563,توابع مختلط,1218263,1,
563,مباني سيستمهاي ديناميکي,1218583,1,
563,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
564,اصول طراحي نرم افزار وکارگاه,1380044,1,
564,جبر خطي عددي,1218193,1,
564,شبيه,1128413,1,
564,طراحي هندسي کامپيوتري,1218383,1,
564,طراحي و تحليل الگوريتمها,1218323,1,
564,هوش مصنوعي,1255033,1,
565,کامپايلر,1218353,1,
565,زبان تخصصي,1218603,1,
565,شبيه,1128413,1,
565,نرم,1316283,1,
565,نظريه مقدماتي اعداد,1218253,1,
566,برنامه سازي پيشرفته وکارگاه,1316234,1,
566,بهينه,1254083,1,
566,بهينه,1218343,1,
566,شبيه,1128413,1,
566,مباني سيستمهاي ديناميکي,1218583,1,
567,آناليز عددي,1218473,1,
567,طراحي و تحليل الگوريتمها,1218323,1,
567,فلسفه علم,1218563,1,
567,نرم,1316283,1,
568,آناليز عددي,1218473,1,
568,بهينه,1218343,1,
568,طراحي هندسي کامپيوتري,1218383,1,
568,نظريه محاسبه,1218313,1,
568,هوش مصنوعي,1255033,1,
569,کامپايلر,1218353,1,
569,اصول طراحي نرم افزار وکارگاه,1380044,1,
569,اصول مديريت,1126713,1,
569,مباني آناليز عددي,1218133,1,
570,مباني ترکيبيات,1218163,1,
570,نظريه محاسبه,1218313,1,
571,اصول طراحي نرم افزار وکارگاه,1380044,1,
571,اصول مديريت,1126713,1,
571,شبيه,1128413,1,
571,طراحي هندسي کامپيوتري,1218383,1,
571,نرم,1316283,1,
571,نظريه محاسبه,1218313,1,
572,کامپايلر,1218353,1,
572,بهينه,1254083,1,
572,جبر خطي عددي,1218193,1,
572,شبيه,1128413,1,
573,بهينه,1254083,1,
573,جبر خطي عددي,1218193,1,
573,شبيه,1128413,1,
573,مباني آناليز عددي,1218133,2,
574,بهينه,1254083,1,
574,شبيه,1128413,1,
574,مباحثي در رياضيات و کاربردها,1218463,1,
575,کارگاه کامپيوتر 1,1218281,1,
575,آموزش رياضيات,1218553,1,
575,جبر خطي عددي,1218193,1,
575,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
575,نظريه مقدماتي اعداد,1218253,1,
576,آناليز رياضي,1218153,1,
576,احتمال 1,1218203,1,
576,اصول مديريت,1126713,1,
576,نرم,1316283,1,
577,کارگاه کامپيوتر 1,1218281,1,
577,آناليز رياضي,1218153,1,
577,بهينه,1254083,1,
577,بهينه,1218343,1,
577,شبيه,1128413,1,
577,مباني سيستمهاي ديناميکي,1218583,1,
578,آموزش رياضيات,1218553,1,
578,شبيه,1128413,1,
578,معادلات ديفرانسيل با مشتقات جزئي,1218223,1,
578,نظريه مقدماتي اعداد,1218253,1,
579,مباني جبر,1218173,1,
579,مباني منطق و نظريه مجموعه,1218243,1,
579,نظريه محاسبه,1218313,1,
580,بهينه,1254083,1,
580,زبان تخصصي,1218603,1,
580,مباني کارآفريني,1236322,1,
580,مباني سيستمهاي ديناميکي,1218583,1,
580,نرم,1316283,1,
580,نظريه مقدماتي اعداد,1218253,1,